equation, soln_entropy, soln_score
282/6=47,8.610054874120777,3
582/6=97,8.988270937907117,2
182/7=26,8.703479468384288,3
182/91=2,8.063907660936067,3
282/94=3,8.404409346783952,2
582/97=6,8.804933151998991,3
882/98=9,6.5320732845755485,3
882/9=98,6.71523520829514,3
183/3=61,8.166045742115505,3
183/61=3,8.019780331307922,2
483/69=7,8.817451901158552,2
483/7=69,9.032294616261913,2
783/87=9,7.429722461252923,2
783/9=87,7.609507986482021,2
184/23=8,8.362015620828682,2
184/2=92,8.658899417354172,2
184/4=46,7.795769545653635,3
184/46=4,7.545895718294695,3
284/4=71,8.54949038174264,3
384/48=8,6.728313965973413,3
384/4=96,8.536028331075778,2
384/64=6,7.72566471214065,2
384/6=64,7.903862585636429,2
284/71=4,8.417494693348127,3
584/73=8,8.200755149717322,3
684/76=9,8.212098931984178,3
184/8=23,8.558098127977832,3
384/8=48,6.901721855746275,3
584/8=73,8.348966934176984,3
784/8=98,7.404647220229704,2
184/92=2,8.483110553114962,2
384/96=4,8.329236145452578,3
684/9=76,8.399704213614243,2
784/98=8,7.237246497407859,2
185/37=5,8.300524321366549,3
285/3=95,8.461640396437707,3
185/5=37,8.545282408930204,3
285/5=57,7.578888306215363,2
385/55=7,7.356249399634919,3
285/57=5,7.34567276714546,3
385/5=77,7.720088377783837,3
485/5=97,8.378421049902197,2
585/65=9,7.31157939311073,2
385/7=55,7.51672740653772,3
385/77=5,7.526766533521332,3
285/95=3,8.277311214638248,3
585/9=65,7.471389205702106,3
485/97=5,8.16272693907602,2
186/2=93,9.173316072288412,3
186/31=6,8.038128057684158,3
186/3=62,8.628434549686633,2
486/54=9,8.2930591309752,3
186/62=3,8.40649630851639,2
186/6=31,8.164713661599956,3
486/6=81,7.816679457003838,2
686/7=98,7.715114230310345,3
486/81=6,7.687224847941485,3
186/93=2,8.995024844910038,2
486/9=54,8.473255374347817,3
686/98=7,7.522234013768071,3
287/41=7,8.31388686791894,3
387/43=9,8.293046441566016,3
287/7=41,8.455197591567057,3
387/9=43,8.448625125307881,3
188/2=94,8.566723174774836,3
288/32=9,7.79218784180089,3
288/36=8,7.40909668754573,2
288/3=96,8.497349559537032,3
188/4=47,7.936622846049982,3
188/47=4,7.699843370936239,3
288/4=72,7.971433343278193,2
288/48=6,7.440289450445995,3
388/4=97,8.409673925833975,3
488/61=8,7.42973369294263,2
288/6=48,7.605376278630022,3
588/6=98,7.45578731901088,2
288/72=4,7.826655715576888,3
588/7=84,7.489928108088135,3
288/8=36,7.60912524561365,3
588/84=7,7.285744217711421,3
488/8=61,7.547509554778962,3
688/86=8,5.642969003522458,3
688/8=86,5.824793943226802,3
288/9=32,7.950653615948425,2
188/94=2,8.351402158380214,3
288/96=3,8.273219871158842,3
388/97=4,8.217898378903453,3
588/98=6,7.295948932757479,3
189/21=9,7.924413895669115,3
189/27=7,8.24778199641075,3
189/3=63,8.578623979727274,2
189/63=3,8.377565594518162,3
189/7=27,8.476677103347063,3
189/9=21,8.075625209668065,3
18+10=28,8.155840198063801,3
28+10=38,8.576111815725074,2
38+10=48,8.579343357027799,2
48+10=58,8.568602253468967,2
58+10=68,8.531468247602582,3
68+10=78,8.486797258554546,3
78+10=88,7.512644555032823,3
88+10=98,7.439868712502977,3
18+11=29,8.324522177344171,3
28+11=39,9.13316600220452,3
38+11=49,9.151083819370076,3
48+11=59,9.130698982655002,3
58+11=69,9.109030514528095,3
68+11=79,9.062205756426335,3
78+11=89,8.342271360050589,3
88+11=99,7.637445052964595,2
18+12=30,8.853743462589138,3
28+12=40,8.774969247444425,3
38+12=50,9.248588314750895,3
48+12=60,9.257998688928891,2
58+12=70,9.19318613224065,2
68+12=80,8.551779744492977,2
78+12=90,9.097355575061671,3
18+13=31,7.692180682728309,3
28+13=41,9.129403089699949,2
38+13=51,8.502486101181015,3
48+13=61,9.136880170628858,2
58+13=71,9.057660964474298,3
68+13=81,8.425115598489699,3
78+13=91,8.985708949348723,3
18+14=32,9.16500269702142,2
28+14=42,8.464796520363649,3
38+14=52,9.537656905561851,3
48+14=62,8.996643931609492,2
58+14=72,9.494740471410395,3
68+14=82,8.88608787948622,2
78+14=92,9.432326429445062,3
18+15=33,8.52840469635622,3
28+15=43,9.527058465749567,3
38+15=53,8.276909662378477,3
48+15=63,9.500489865796478,3
58+15=73,8.840879419124605,3
68+15=83,8.817639991159542,3
78+15=93,9.368847208433309,3
18+16=34,9.185623067116518,2
28+16=44,9.006735211360695,2
38+16=54,9.526073758436482,3
48+16=64,8.332137136900156,3
58+16=74,9.457699208776248,2
68+16=84,8.21412228875063,3
78+16=94,9.41333211895241,3
18+17=35,9.123948924799189,3
28+17=45,9.520875947969262,2
38+17=55,8.873166223863027,4
48+17=65,9.462647424275998,2
58+17=75,8.137110092727536,3
68+17=85,8.7617729344979,3
78+17=95,8.68024028768279,3
18+18=36,8.511813897497884,3
28+18=46,8.927810082077361,2
38+18=56,8.876807821295342,3
48+18=66,8.248258756315833,3
58+18=76,8.78828275254291,2
68+18=86,7.235846482493311,3
78+18=96,8.698471126961671,3
18+19=37,9.091819579701982,3
28+19=47,9.501126943166376,3
38+19=57,9.45222500589341,3
48+19=67,9.449970626186609,3
58+19=77,8.713359863899056,3
68+19=87,8.715044940977526,3
78+19=97,7.959882630188645,3
18+20=38,8.63483392084796,3
28+20=48,8.081280452742341,3
38+20=58,8.575176621635286,3
48+20=68,8.574497062672933,2
58+20=78,8.50642645985521,3
68+20=88,7.607874891723134,3
78+20=98,8.445612780941046,3
98+2=100,7.644112163673995,3
18+21=39,9.183552035081028,3
28+21=49,9.065084906840028,3
38+21=59,9.536007350705482,3
48+21=69,9.573444950023427,3
58+21=79,9.474437240540212,3
68+21=89,8.860495892754745,3
78+21=99,8.758592354497903,3
18+22=40,8.83239524785142,3
28+22=50,7.881710140186169,3
38+22=60,8.784702856954425,3
48+22=70,8.767910825613628,3
58+22=80,8.021345946116035,3
68+22=90,8.680346191312356,3
18+23=41,9.187263271826623,3
28+23=51,9.005601970700674,3
38+23=61,8.957691916337698,2
48+23=71,9.51273691988676,2
58+23=81,8.835066914197135,3
68+23=91,9.459679520816977,3
18+24=42,8.532767069466034,3
28+24=52,8.187319183573358,3
38+24=62,9.071805642331396,2
48+24=72,8.453847877400285,2
58+24=82,8.354090814519608,3
68+24=92,8.979992886772344,2
18+25=43,9.591527142585168,3
28+25=53,8.398239840136574,3
38+25=63,8.921785995289467,3
48+25=73,9.496365804634843,2
58+25=83,8.203694078516623,3
68+25=93,9.444169498671474,2
18+26=44,9.069485964473945,3
28+26=54,9.046236655740598,2
38+26=64,8.978124896623456,2
48+26=74,8.96784368340007,2
58+26=84,8.872464354632001,3
68+26=94,8.879882510233216,3
18+27=45,9.585248104497492,3
28+27=55,8.358312962326973,3
38+27=65,9.498946092323596,3
48+27=75,8.856940082972024,2
58+27=85,8.164734237068698,3
68+27=95,9.41138202860027,3
18+28=46,8.989202418431773,3
28+28=56,8.358639510085844,2
38+28=66,8.277564094074503,4
48+28=76,8.89013250153368,3
58+28=86,7.930906503085475,3
68+28=96,8.160634535386603,3
18+29=47,9.565114648066723,3
28+29=57,8.95630170535162,3
38+29=67,9.48735652488134,3
48+29=77,8.822564126557232,3
58+29=87,8.763601341726586,3
68+29=97,8.76113535603118,3
18+30=48,8.626196478728787,2
28+30=58,8.560942478971995,2
38+30=68,7.921973637799546,2
48+30=78,8.50489864980556,3
58+30=88,7.55147950512654,3
68+30=98,8.453202276839784,3
98+3=101,8.136890273279805,2
18+31=49,9.187499613612315,3
28+31=59,9.527255462184073,2
38+31=69,8.929124106172061,2
48+31=79,9.48804812849447,2
58+31=89,8.819625340510484,3
68+31=99,8.788706658659239,3
18+32=50,9.293678062879804,3
28+32=60,8.774956118242285,3
38+32=70,8.626263261765262,3
48+32=80,8.591453568528634,2
58+32=90,9.160749167807989,3
18+33=51,8.544832810325023,3
28+33=61,8.955423005520034,2
38+33=71,7.974850598146071,3
48+33=81,8.235345006445606,3
58+33=91,8.833254891120506,2
18+34=52,9.59276177963462,2
28+34=62,9.05447688841566,2
38+34=72,8.934843695600218,2
48+34=82,8.2980703632937,2
58+34=92,9.44225464074311,3
18+35=53,8.333032507151552,3
28+35=63,8.915134468997117,3
38+35=73,7.929294507396332,3
48+35=83,8.201387288749183,2
58+35=93,8.174973107087819,2
18+36=54,9.58119844325529,2
28+36=64,8.967208532460134,2
38+36=74,8.903202001415531,2
48+36=84,8.256957587812007,2
58+36=94,9.417946308146885,3
18+37=55,8.928553510102386,3
28+37=65,9.490427250859147,2
38+37=75,8.166794097579828,3
48+37=85,8.791147189045605,3
58+37=95,8.765607050975527,3
18+38=56,8.926367519423584,3
28+38=66,8.267097422075436,4
38+38=76,8.211165603177493,3
48+38=86,7.944757815664924,2
58+38=96,8.767261999455055,3
18+39=57,9.50349648624185,3
28+39=67,9.474589935680893,3
38+39=77,8.134916844076812,3
48+39=87,8.762797868404695,3
58+39=97,8.713955557870397,3
18+40=58,8.6100446547965,3
28+40=68,8.559995474674535,2
38+40=78,8.491223878245757,3
48+40=88,6.9472860019878455,3
58+40=98,8.428297087098505,3
98+4=102,8.588216049067016,3
18+41=59,9.15400595349103,3
28+41=69,9.56605016059423,3
38+41=79,9.480428735566688,3
48+41=89,8.235633065580183,3
58+41=99,8.753132561800253,3
18+42=60,9.299363180003706,3
28+42=70,8.749211558939566,3
38+42=80,8.582494353655957,3
48+42=90,8.605219639400365,3
18+43=61,9.173848164345957,2
28+43=71,9.497178254931027,3
38+43=81,8.225584504059944,3
48+43=91,8.859022725824847,2
18+44=62,9.05002476862136,3
28+44=72,8.431880337346664,3
38+44=82,8.287613926751764,2
48+44=92,8.019794840126211,3
18+45=63,9.55027261801088,3
28+45=73,9.478957358621534,3
38+45=83,8.188656534960009,3
48+45=93,8.801742606887919,2
18+46=64,8.385657068119318,3
28+46=74,8.952718465283558,3
38+46=84,8.24721835148117,3
48+46=94,7.965581339718167,3
18+47=65,9.521366714791206,2
28+47=75,8.838332437160641,3
38+47=85,8.78103920533625,3
48+47=95,8.793787837840819,3
18+48=66,8.297892255419386,3
28+48=76,8.87402645030228,3
38+48=86,7.936186763151074,3
48+48=96,8.190434257223833,3
18+49=67,9.503683616727196,3
28+49=77,8.805043887759025,3
38+49=87,8.753391631750938,3
48+49=97,8.121515523231087,3
18+50=68,8.559321312239078,3
28+50=78,8.472984621307562,3
38+50=88,7.529670353331626,3
48+50=98,8.41186017771612,3
98+5=103,8.517020649931062,3
18+51=69,9.125693130358153,3
28+51=79,9.446585125223192,3
38+51=89,8.801766931126773,3
48+51=99,8.740323756774192,3
18+52=70,9.223745602324303,3
28+52=80,7.988467605250422,3
38+52=90,9.14028074224178,3
18+53=71,9.083401885021098,3
28+53=81,8.803165916208368,3
38+53=91,8.808975883401205,3
18+54=72,9.529968791795786,3
28+54=82,8.311854761154502,3
38+54=92,9.416023332329404,3
18+55=73,8.882838229034455,3
28+55=83,8.17177307628573,3
38+55=93,8.151690785111716,3
18+56=74,9.497974267149278,3
28+56=84,8.840255056599005,3
38+56=94,9.392326088098674,3
18+57=75,8.177032930837386,3
28+57=85,8.133122023099508,3
38+57=95,8.741920286725065,3
18+58=76,8.829483963683957,3
28+58=86,7.90038551153056,3
38+58=96,8.747005153094888,3
18+59=77,8.750663194088823,3
28+59=87,8.729337491345309,3
38+59=97,8.688683311629173,3
18+60=78,8.498822767641009,3
28+60=88,7.555289196164038,3
38+60=98,8.413000596631822,3
98+6=104,8.529464918319315,2
18+61=79,9.061862269382422,3
28+61=89,8.807363372725817,3
38+61=99,8.747222179340095,3
18+62=80,8.559048066269781,3
28+62=90,8.62303409889882,3
18+63=81,8.422462893277073,3
28+63=91,9.402764809945031,3
18+64=82,8.896887312400692,3
28+64=92,8.918455309682038,3
18+65=83,8.82970792344989,3
28+65=93,9.386334653080498,3
18+66=84,8.241397576600827,4
28+66=94,8.837693377569577,4
18+67=85,8.778062809378772,3
28+67=95,9.354223684051682,3
18+68=86,7.2619202774546014,3
28+68=96,8.114233436068668,3
18+69=87,8.730561039980028,3
28+69=97,8.702316680417374,3
18+70=88,7.495987495331632,3
28+70=98,8.364948752819434,3
98+7=105,8.406905683157879,2
18+71=89,8.312912325384152,3
28+71=99,8.676699545776634,4
18+72=90,9.064550247104584,3
18+73=91,8.946262141415732,2
18+74=92,9.405557142035534,3
18+75=93,9.346709809562366,3
18+76=94,9.39138638881582,3
18+77=95,8.678369418164829,3
18+78=96,8.679504827711508,3
18+79=97,7.949717006434247,3
18+80=98,7.417525987656068,3
98+8=106,7.776728181303717,2
18+81=99,7.584576718035487,3
98+9=107,7.646082308953902,3
28-10=18,8.3418469766759,2
38-10=28,8.753857814412282,3
48-10=38,8.76342936399272,2
58-10=48,8.732613906303495,3
68-10=58,8.712905347594797,2
78-10=68,8.669276590322749,3
88-10=78,7.691620029381312,2
98-10=88,7.669684685150433,3
28-11=17,8.526412118712067,3
38-11=27,9.307590334093872,3
48-11=37,9.31168237019302,3
58-11=47,9.291822622576976,2
68-11=57,9.268780295541651,3
78-11=67,8.570074124633354,3
88-11=77,7.872706975323786,3
98-11=87,8.506742004789677,3
28-12=16,8.82630950921118,3
38-12=26,9.237644917120909,2
48-12=36,9.738730976321474,2
58-12=46,9.712198387394071,3
68-12=56,9.065981094870413,3
78-12=66,9.05600720414972,3
88-12=76,9.00110535623036,3
98-12=86,8.981950105580074,3
28-13=15,9.30234380430786,2
38-13=25,9.10710200129629,3
48-13=35,9.11696196602895,4
58-13=45,9.058387263668218,2
68-13=55,9.066486465935414,2
78-13=65,9.617077098315034,3
88-13=75,8.957044058903913,2
98-13=85,8.946468075768799,3
28-14=14,8.760727316982537,2
38-14=24,9.141656874347714,2
48-14=34,8.245144864676023,5
58-14=44,8.236463072477317,4
68-14=54,9.10441711842212,2
78-14=64,9.073047192689366,3
88-14=74,8.373943980075058,3
98-14=84,8.355776571420106,3
28-15=13,9.28402153699589,3
38-15=23,9.0740663328207,4
48-15=33,9.0925858421844,5
58-15=43,9.053693723196297,3
68-15=53,9.060053391680231,3
78-15=63,9.59856819158845,3
88-15=73,8.937434407743002,3
98-15=83,8.92524194828451,3
28-16=12,8.78990537542481,3
38-16=22,9.212511538201968,2
48-16=32,9.719417253953797,2
58-16=42,9.693561263830496,2
68-16=52,9.064462564099442,3
78-16=62,9.05076356046414,2
88-16=72,8.98928864858855,3
98-16=82,8.969310264932329,3
28-17=11,8.453188108393038,4
38-17=21,9.242967762515176,3
48-17=31,9.249937132161628,4
58-17=41,9.230232304594754,3
68-17=51,9.210799931762269,4
78-17=61,8.52644605612374,4
88-17=71,7.823811820721078,4
98-17=81,8.45372868074008,4
28-18=10,8.345625281945377,3
38-18=20,8.764968935623607,4
48-18=30,8.778137712113775,3
58-18=40,8.74694751609397,4
68-18=50,8.725495356556944,3
78-18=60,8.68344925588595,3
88-18=70,7.71763638497087,3
98-18=80,7.680184481247748,3
38-19=19,8.577839758821591,3
48-19=29,9.016927390192508,3
58-19=39,8.9595422997833,3
68-19=49,8.975215590869361,3
78-19=59,8.874312034948153,3
88-19=69,8.220515717728258,3
98-19=79,7.88613280894524,3
18-1-8=9,7.3951612389568195,2
18-1-9=8,7.385193282132581,3
18-1*9=9,7.850770383331506,3
38-20=18,8.8039652534885,3
48-20=28,8.247597141257561,2
58-20=38,8.713762275575915,3
68-20=48,8.738266370744233,2
78-20=58,8.660027893508177,2
88-20=68,7.748898056986809,3
98-20=78,8.624084421731446,3
38-21=17,9.37375052835919,3
48-21=27,9.231158109204628,2
58-21=37,9.689120357876504,2
68-21=47,9.727213695677356,2
78-21=57,8.995918188512617,2
88-21=67,9.026909302061233,2
98-21=77,8.948769031404447,3
38-22=16,9.27754439687723,2
48-22=26,8.379945360553814,2
58-22=36,9.199268188827682,3
68-22=46,8.560716583981712,3
78-22=56,9.139441148834464,3
88-22=66,7.84417504939182,3
98-22=76,9.117101061195385,2
38-23=15,9.1454206848359,3
48-23=25,9.214532104946445,2
58-23=35,8.460888631094562,2
68-23=45,9.680229780321302,2
78-23=55,9.021209494155457,3
88-23=65,8.989531182458217,2
98-23=75,9.594925428222144,3
38-24=14,9.192748844095853,2
48-24=24,7.733021286729877,3
58-24=34,9.126917298158412,2
68-24=44,8.254765907509304,4
78-24=54,9.080114985694628,2
88-24=64,8.418776919432496,3
98-24=74,9.044006647539788,3
38-25=13,9.116626822683518,3
48-25=23,9.191892578981308,3
58-25=33,8.446062344061403,3
68-25=43,9.662571844787712,3
78-25=53,9.014011636020204,3
88-25=63,8.967857325972895,3
98-25=73,9.572558629085645,3
38-26=12,9.247847199251751,2
48-26=22,8.341120392504063,2
58-26=32,9.16771825065189,2
68-26=42,8.53824596559948,2
78-26=52,9.108503546627553,2
88-26=62,7.820384413892471,3
98-26=72,9.087138501811564,3
38-27=11,9.316022849238156,4
48-27=21,9.175856883673678,3
58-27=31,9.637209673204284,3
68-27=41,9.674001968890204,3
78-27=51,8.96127318143606,3
88-27=61,8.977359116320011,3
98-27=71,8.910299058680993,3
38-28=10,8.806648838611803,4
48-28=20,8.262778895950298,3
58-28=30,8.727641951014716,4
68-28=40,8.748882130991044,3
78-28=50,8.671692253992003,3
88-28=60,7.772561063737385,4
98-28=70,8.63742616226726,3
48-29=19,9.065391827215734,2
58-29=29,8.44989666868569,3
68-29=39,8.98122898524971,3
78-29=49,8.947202300622823,3
88-29=59,8.250679882239965,3
98-29=69,7.978855828253354,3
18-2-7=9,8.519084707635493,2
18-2-8=8,6.9691477688005286,3
18-2-9=7,8.515475187919673,3
18-2*5=8,8.403001391584606,3
18-2*6=6,8.470104086489584,2
18-2*7=4,9.115723728445388,2
18-2*8=2,7.878374434609323,2
18-2*9=0,8.711961568869045,3
48-30=18,8.797906881072505,2
58-30=28,8.700697664108407,2
68-30=38,8.088156209406591,2
78-30=48,8.65884145325165,3
88-30=58,7.69437074216158,2
98-30=68,8.625755064202322,3
48-31=17,9.35423792119656,3
58-31=27,9.678943092344356,2
68-31=37,9.097058537027408,2
78-31=47,8.984493333847508,2
88-31=57,8.977764760951358,2
98-31=67,9.617797508389208,3
48-32=16,9.775177603990514,2
58-32=26,9.19030045438101,3
68-32=36,8.466044617054417,3
78-32=46,9.673895992292689,2
88-32=56,8.983697986308012,3
98-32=66,9.003103163416602,3
48-33=15,9.141671556476425,4
58-33=25,8.440742798586383,3
68-33=35,8.17052046041042,3
78-33=45,9.013128967544995,3
88-33=55,7.694773504152623,3
98-33=65,8.994579199169733,3
48-34=14,8.278490869954535,5
58-34=24,9.10980633415414,2
68-34=34,8.497173793353864,2
78-34=44,8.165587818081162,3
88-34=54,8.368460729834108,2
98-34=64,9.030990649466672,3
48-35=13,9.114024192916592,5
58-35=23,8.423046872541565,4
68-35=33,8.139466900576682,4
78-35=43,8.981029967935118,4
88-35=53,7.674633311562816,4
98-35=63,8.963344677850085,4
48-36=12,9.757313452020252,1
58-36=22,9.160994726048722,2
68-36=32,8.462258397192935,3
78-36=42,9.653476005780568,2
88-36=52,8.970292344861983,3
98-36=62,8.99789617988886,4
48-37=11,9.292042650800056,4
58-37=21,9.622777405189757,3
68-37=31,9.043789117260976,3
78-37=41,8.938354185585679,3
88-37=51,8.925399673290814,3
98-37=61,9.57384952820902,3
48-38=10,8.802322277004693,3
58-38=20,8.712657643346056,3
68-38=30,8.105231156414657,3
78-38=40,8.67730111457917,4
88-38=50,7.72200395214432,3
98-38=60,8.641099902935238,3
58-39=19,8.98777852547307,2
68-39=29,8.968841792577491,2
78-39=39,8.283473331946986,3
88-39=49,8.236806295865788,3
98-39=59,7.933884445597979,3
18-3-6=9,8.536255255788419,2
18-3-7=8,7.847656426534448,2
18-3-8=7,7.857391348945056,3
18-3-9=6,8.547197891511129,3
18-3*3=9,8.430311610118906,3
18-3*4=6,9.128539141065051,2
18-3*5=3,8.432779684475545,4
18-3*6=0,8.788550259098619,3
28-3*7=7,8.40040620329185,2
28-3*8=4,8.49801290757474,2
28-3*9=1,8.984670606911177,2
58-40=18,8.760196279357787,3
68-40=28,8.722246109904784,3
78-40=38,8.652542124316687,3
88-40=48,7.093387217728036,2
98-40=58,8.600037026061734,3
58-41=17,9.328717779985984,3
68-41=27,9.714651509180657,3
78-41=37,8.985534994256133,3
88-41=47,8.397517997159506,3
98-41=57,9.590018756551858,3
58-42=16,9.73618974162322,2
68-42=26,8.55135475398657,3
78-42=36,9.665540395635793,3
88-42=46,8.42012770179743,3
98-42=56,9.615468716798263,3
58-43=15,9.084254972339265,2
68-43=25,9.66657656342045,3
78-43=35,9.009493390076829,3
88-43=45,8.364563062461809,3
98-43=55,8.942889298072215,3
58-44=14,8.256284631140892,3
68-44=24,8.229262989271502,4
78-44=34,8.14897021104586,4
88-44=44,6.479487892674898,3
98-44=54,8.08746006843172,3
58-45=13,9.081630717488988,3
68-45=23,9.647571916144315,3
78-45=33,8.98270042303422,3
88-45=43,8.34191656598831,3
98-45=53,8.935656544579333,3
58-46=12,9.72110842128562,2
68-46=22,8.532548967582537,3
78-46=32,9.647022091909117,2
88-46=42,8.398238621894702,3
98-46=52,9.594328638681572,3
58-47=11,9.271166025650835,4
68-47=21,9.65603674336356,3
78-47=31,8.938233524708567,4
88-47=41,8.343533338303896,3
98-47=51,9.538155703957951,3
58-48=10,8.767092078622643,4
68-48=20,8.733048027576768,3
78-48=30,8.671012331617467,4
88-48=40,7.1219396593554265,3
98-48=50,8.614566799713034,3
68-49=19,9.005919316320023,2
78-49=29,8.933136677874161,3
88-49=39,8.226592469025572,3
98-49=49,7.320291136673712,3
18-4-5=9,8.497356780527905,2
18-4-6=8,7.898374883109104,2
18-4-7=7,7.825128792221626,3
18-4-8=6,7.918376368333569,3
18-4-9=5,8.49245041859088,3
18-4*3=6,9.119671617002806,2
18-4*4=2,8.517374257220105,2
28-4*5=8,8.452832659950928,2
28-4*6=4,8.536089890836658,2
28-4*7=0,8.81823478931752,3
38-4*8=6,8.467194687834649,2
38-4*9=2,9.092787792169172,2
68-50=18,8.715830682192172,2
78-50=28,8.619373565168925,3
88-50=38,7.666031604922834,2
98-50=48,8.571824154170347,3
68-51=17,9.284033711417004,3
78-51=27,8.957115607179164,3
88-51=37,8.955166102173445,3
98-51=47,9.56764973271612,3
68-52=16,9.0699650298977,3
78-52=26,9.104753933255909,3
88-52=36,8.959380037708868,3
98-52=46,9.590922730570544,3
68-53=15,9.06203513291666,2
78-53=25,8.970703382782805,3
88-53=35,7.661171176377962,3
98-53=45,8.90483045682993,2
68-54=14,9.104843261470124,3
78-54=24,9.033808255743317,3
88-54=34,8.339956169676476,3
98-54=44,8.068867665203348,3
68-55=13,9.061184604093976,3
78-55=23,8.96731248677211,3
88-55=33,7.650035231407366,4
98-55=43,8.903713692706248,3
68-56=12,9.068362538755215,3
78-56=22,9.075846585505849,3
88-56=32,8.943469465010782,3
98-56=42,9.571081863724457,4
68-57=11,9.227160722103608,4
78-57=21,8.915098008829483,3
88-57=31,8.899670673379232,4
98-57=41,9.513309867483962,3
68-58=10,8.7205057371727,3
78-58=20,8.6291339139569,3
88-58=30,7.693897119496218,3
98-58=40,8.58668863155298,3
78-59=19,8.884089932821398,3
88-59=29,8.205056055477414,3
98-59=39,7.904616863091965,3
18-5-4=9,8.482176147345799,3
18-5-5=8,7.189352632234696,3
18-5-6=7,8.470277138660727,3
18-5-7=6,8.488470662591453,2
18-5-8=5,7.168355347962543,3
18-5-9=4,8.480499456269188,3
18-5*2=8,8.364832396698041,3
18-5*3=3,8.424770180651029,3
28-5*4=8,8.435456138957157,3
28-5*5=3,8.439309277383764,2
38-5*6=8,8.391231150270302,2
38-5*7=3,8.384913319564832,2
48-5*8=8,7.471446352439703,2
48-5*9=3,9.009015476799702,2
78-60=18,8.657344313946307,3
88-60=28,7.691748487278915,3
98-60=38,8.583167419256018,2
78-61=17,8.571624359782875,3
88-61=27,8.96568202176459,3
98-61=37,9.571525266364477,3
78-62=16,9.039539566440968,2
88-62=26,7.784820765434214,3
98-62=36,8.954080938274878,3
78-63=15,9.599324884093551,3
88-63=25,8.931310717813387,3
98-63=35,8.95028562815866,3
78-64=14,9.059464633584431,3
88-64=24,8.356742130999862,3
98-64=34,8.97919916189956,2
78-65=13,9.58292810251229,3
88-65=23,8.907973818438803,4
98-65=33,8.923693016509402,4
78-66=12,9.042233228041006,2
88-66=22,7.7712362561861665,3
98-66=32,8.954381104175573,3
78-67=11,8.525981193840416,4
88-67=21,8.90992437575314,4
98-67=31,9.523384424935836,4
78-68=10,8.664667570916468,3
88-68=20,7.713952237097381,4
98-68=30,8.599670850937688,3
88-69=19,8.213323070737731,3
98-69=29,7.913385314780917,3
18-6-3=9,8.491148774218606,2
18-6-4=8,7.857824815462616,3
18-6-5=7,8.444630691057053,3
18-6-6=6,6.941300577207993,3
18-6-7=5,8.446058164699933,3
18-6-8=4,7.866013462835286,3
18-6-9=3,8.466631109023384,3
18-6*2=6,8.407268845478558,3
18-6*3=0,8.739143740782435,3
28-6*4=4,8.504095440334954,3
38-6*5=8,8.363097014107797,3
38-6*6=2,8.45938376935148,2
48-6*7=6,8.403623421811654,2
48-6*8=0,8.092960086214054,3
58-6*9=4,8.99737518938345,2
88-70=18,7.6447496910289,2
98-70=28,8.5296749349067,3
88-71=17,7.841355237757101,3
98-71=27,8.852734387753621,3
88-72=16,8.95467656519602,3
98-72=26,9.024321988134728,3
88-73=15,8.904579674395412,2
98-73=25,9.495562597662978,3
88-74=14,8.32547766437424,2
98-74=24,8.94370302614094,3
88-75=13,8.884379985856148,3
98-75=23,9.47304717366157,3
88-76=12,8.94434096032884,3
98-76=22,8.995920579770166,3
88-77=11,7.79785933855911,4
98-77=21,8.815735736711277,3
88-78=10,7.663833041832318,3
98-78=20,8.542305672945067,3
98-79=19,7.835017336418708,3
18-7-2=9,8.413505171111451,3
18-7-3=8,7.7731720521743615,2
18-7-4=7,7.753087037872448,3
18-7-5=6,8.42917854317825,3
18-7-6=5,8.41399761451254,4
18-7-7=4,7.77641379071214,4
18-7-8=3,7.760528152443345,3
18-7-9=2,8.4027962525259,3
18-7*2=4,9.011707018574835,3
28-7*3=7,8.322181336233163,3
28-7*4=0,8.745746096874557,3
38-7*5=3,8.329477019245932,3
48-7*6=6,8.369730785740453,3
58-7*7=9,8.217131397628316,2
58-7*8=2,8.333135844702534,2
68-7*9=5,8.894723792341866,2
98-80=18,7.604171673543324,3
98-81=17,8.45289378229216,3
98-82=16,8.913651371443384,4
98-83=15,8.877819494902178,3
98-84=14,8.285490323869238,3
98-85=13,8.858526458412335,3
98-86=12,8.903494393137985,4
98-87=11,8.400693390119491,4
98-88=10,7.628174660815461,3
18-8-1=9,7.299509541448915,3
18-8-2=8,6.85038667457383,3
18-8-3=7,7.752919821139407,3
18-8-4=6,7.8170266161540995,4
18-8-5=5,7.086676200070627,4
18-8-6=4,7.804502583437199,3
18-8-7=3,7.730346159449604,3
18-8-8=2,6.852369576331168,3
18-8-9=1,7.222533349996386,3
18-8*2=2,7.754731511451938,3
28-8*3=4,8.379808608105765,2
38-8*4=6,8.359141926952551,3
48-8*5=8,7.376816613644087,3
48-8*6=0,8.023381820331387,3
58-8*7=2,8.292742766073719,3
68-8*8=4,7.409044810655885,3
78-8*9=6,8.216299983276453,3
18-9-1=8,7.267894632601097,4
18-9-2=7,8.35807879201195,3
18-9-3=6,8.413808111583277,3
18-9-4=5,8.361338964783261,4
18-9-5=4,8.363751072140326,3
18-9-6=3,8.376170609041809,3
18-9-7=2,8.35102277671773,4
18-9-8=1,7.198178238842245,3
18-9-9=0,7.307736258244026,3
18-9*1=9,7.719162060205769,3
18-9*2=0,8.541999637906432,3
28-9*3=1,8.84041964603794,2
38-9*4=2,8.950509212529143,3
